ticket_id,customer_id,product_id,assigned_agent_id,created_timestamp,resolved_timestamp,issue_category,priority,ticket_status,ticket_text
T00001763,C000391,P0006,A0034,2026-04-22 13:08:25,2026-04-24 05:08:25,Refund,High,Resolved,Ability fund president book sister herself charge region.
T00001764,C000888,P0059,A0034,2025-11-04 09:46:54,,Account Access,High,Open,Population raise six question above win general occur always to large catch reason sit anything voice speak list machine.
T00001765,C001986,P0002,A0030,2025-09-13 08:14:14,2025-09-13 23:14:14,Hardware,Medium,Resolved,Mouth machine leader drug today approach rather defense keep protect owner war behind.
T00001766,C000308,P0067,A0020,2026-05-14 02:17:16,2026-05-17 18:17:16,Refund,Medium,Closed,Already real individual environment least physical push measure star.
T00001767,C000591,P0009,A0049,2026-06-23 20:42:55,2026-06-26 11:42:55,Performance,Low,Resolved,Animal child crime firm test live general eat worker step.
T00001768,C000446,P0037,A0050,2026-02-14 02:34:38,2026-02-14 08:34:38,Refund,Low,Closed,Us support her whatever growth ground catch meeting newspaper wait theory.
T00001769,C001001,P0040,A0002,2025-11-30 07:24:05,,Application Crash,High,Open,Right international his worry may modern price finally.
T00001770,C000103,P0033,A0012,2026-01-27 14:03:59,,Performance,High,Open,Born and approach gas end political future economic experience perform give one player wish experience lawyer.
T00001771,C001954,P0012,A0044,2025-11-01 18:50:34,,Performance,Medium,In Progress,Ready find along project history share lot into travel possible.
T00001772,C000885,P0075,A0007,2026-06-09 15:19:41,,Performance,Medium,In Progress,Mission opportunity possible cup population talk hair pattern for.
T00001773,C000970,P0046,A0018,2025-10-29 23:24:06,,Account Access,Critical,Open,Concern modern billion course this positive eye pattern pass suggest three.
T00001774,C001981,P0013,A0019,2026-04-18 14:49:45,2026-04-20 18:49:45,Performance,High,Closed,Ball accept blue really kid six family stand here.
T00001775,C001155,P0056,A0042,2026-05-31 17:37:15,,Performance,Medium,In Progress,Nation will tend mind page just yes development indeed show like your day.
T00001776,C000513,P0018,A0028,2026-03-17 09:49:04,,Refund,Medium,In Progress,Simply hospital way mouth defense measure bank place before two program source him.
T00001777,C000176,P0039,A0034,2026-04-21 20:52:48,2026-04-23 12:52:48,Hardware,Critical,Resolved,Model argue fall ball peace play class attack reason student save policy agree fly.
T00001778,C000770,P0056,A0008,2026-03-28 01:04:31,,Payment,Critical,In Progress,Care information have recent majority artist trade yet mother.
T00001779,C001915,P0088,A0044,2026-07-09 10:43:53,2026-07-12 03:43:53,Performance,Critical,Resolved,Unit perform Mrs why kind of hear that behind color middle dinner many.
T00001780,C000956,P0054,A0028,2025-10-15 08:35:45,2025-10-17 15:35:45,Application Crash,Low,Resolved,Term body minute ready give try board say share writer foreign response cut specific realize argue.
T00001781,C001961,P0099,A0028,2026-04-30 09:39:05,,Login,Medium,Open,Eye five matter true she year specific let sign four travel.
T00001782,C000497,P0075,A0031,2025-10-31 08:48:56,2025-11-04 13:48:56,Performance,Medium,Resolved,By start cut many area day let plant whatever can season and herself sit table hold store event debate.
T00001783,C001547,P0051,A0012,2026-04-03 10:36:13,2026-04-03 17:36:13,Application Crash,Low,Resolved,Able power whom section wife decade right huge available idea conference source professional manager specific.
T00001784,C001563,P0067,A0029,2025-11-18 22:09:36,2025-11-23 06:09:36,Account Access,Low,Closed,Behind return then especially policy road water take believe candidate cup.
T00001785,C000113,P0035,A0050,2025-12-08 13:20:39,,Hardware,Low,Open,Hand enjoy season probably movie college anything third center reveal early expert like theory either through until.
T00001786,C000200,P0038,A0034,2026-07-10 17:28:55,2026-07-13 22:28:55,Application Crash,High,Resolved,Sort to animal if baby break difficult admit entire pretty tree career hair play.
T00001787,C000249,P0095,A0034,2025-09-27 16:58:03,,Hardware,Low,Open,Appear man sell industry some woman professor despite hand group dream have never.
T00001788,C001058,P0019,A0032,2026-02-02 16:04:50,,Hardware,Critical,In Progress,News third partner sing father so oil amount them respond major.
T00001789,C000458,P0087,A0038,2025-10-02 10:29:20,,Account Access,Medium,In Progress,Traditional about perhaps same call picture a purpose act edge this.
T00001790,C000637,P0093,A0002,2025-12-04 06:17:39,2025-12-07 15:17:39,Account Access,Critical,Resolved,Bill southern administration include stuff get follow organization.
T00001791,C000235,P0009,A0002,2026-03-08 02:52:02,,Payment,Low,In Progress,Population follow value test market smile Republican card.
T00001792,C000507,P0027,A0008,2025-09-29 21:29:03,,Application Crash,Low,Open,Face among drive article dream ask bit also involve nor study.
T00001793,C000114,P0016,A0020,2025-08-21 13:59:39,2025-08-23 16:59:39,Application Crash,Critical,Closed,High drug option seven someone before feeling responsibility street wish child huge.
T00001794,C001680,P0031,A0050,2025-09-03 08:08:39,,Account Access,High,In Progress,Describe network quickly trouble set especially respond capital explain form.
T00001795,C001348,P0079,A0008,2025-09-04 10:07:57,2025-09-09 00:07:57,Application Crash,Medium,Closed,End organization color dream chance reality similar argue agree course.
T00001796,C000379,P0019,A0050,2026-01-03 06:57:53,,Hardware,Medium,Open,Voice commercial process claim production four political structure note research do discover class follow herself player machine.
T00001797,C001048,P0095,A0044,2025-12-20 00:28:06,,Refund,Medium,In Progress,Open thus recent ever same son experience tonight Mr whom team.
T00001798,C000594,P0038,A0042,2026-06-15 15:20:11,2026-06-18 05:20:11,Login,Critical,Closed,Learn value democratic attorney every necessary a let our hot to down area magazine could business.
T00001799,C000564,P0051,A0026,2025-11-20 07:34:18,2025-11-23 21:34:18,Hardware,Low,Resolved,Like right instead majority usually sit investment onto factor speech protect occur remain ten crime.
T00001800,C001667,P0055,A0012,2026-04-21 12:33:40,2026-04-23 18:33:40,Login,High,Closed,Reality create maybe ask it order close yard watch take culture.
T00001801,C001156,P0050,A0002,2026-04-19 08:43:24,2026-04-20 00:43:24,Refund,High,Closed,Culture voice foot return design over agreement certain race.
T00001802,C001322,P0084,A0042,2026-05-09 01:11:33,,Refund,Critical,Open,Technology fact would surface there reach your federal commercial full civil opportunity choice specific hold push mission station.
T00001803,C001860,P0046,A0012,2026-02-18 18:44:17,,Application Crash,Critical,Open,Offer dinner themselves popular alone increase choose whole reality cultural west everything.
T00001804,C000325,P0046,A0031,2025-11-27 07:51:50,2025-11-27 09:51:50,Account Access,Medium,Resolved,Teacher need speech those tell debate mission meet wall half person.
T00001805,C001447,P0068,A0026,2026-04-23 11:56:15,2026-04-28 07:56:15,Refund,Low,Resolved,Against drug allow police environmental no guess generation meeting yard generation training can consider recently course accept above instead.
T00001806,C001344,P0020,A0025,2026-06-23 12:22:07,,Hardware,High,In Progress,Newspaper owner field stay hour lead letter picture glass.
T00001807,C001759,P0018,A0019,2026-04-28 01:49:26,2026-05-01 21:49:26,Account Access,High,Closed,Better natural science west herself guy new side number professor cause such ten produce second four candidate raise sort.
T00001808,C001877,P0083,A0030,2026-03-17 03:03:20,2026-03-17 12:03:20,Application Crash,Critical,Closed,Throughout billion book property throughout them great improve president without central process knowledge.
T00001809,C001180,P0091,A0031,2026-06-26 13:40:09,,Account Access,High,In Progress,Ago positive now enter any fine I low eat interest entire subject success foot cup resource age.
T00001810,C001430,P0042,A0034,2025-11-14 19:17:58,,Refund,High,In Progress,Sure run cell impact attack write fear around program thus short strategy long.
T00001811,C000093,P0004,A0046,2025-11-24 12:53:54,2025-11-24 21:53:54,Payment,Medium,Closed,Threat represent couple build participant friend successful in easy travel people.
T00001812,C001363,P0014,A0030,2026-06-25 08:51:06,,Hardware,Critical,Open,Drive whose back would clear guy scene side every know just less itself practice.
T00001813,C000475,P0099,A0049,2026-03-29 21:11:17,2026-04-02 23:11:17,Hardware,Medium,Resolved,Fact clear including view do level probably air model same rule run board family stuff.
T00001814,C001843,P0023,A0046,2025-11-03 02:03:27,,Application Crash,Critical,Open,Sign head paper father can both meeting film only after evidence once step price single article college.
T00001815,C000127,P0079,A0019,2025-09-26 03:53:01,,Login,Low,Open,Rule south true common air nothing debate require increase.
T00001816,C000905,P0098,A0025,2025-08-04 10:39:25,,Refund,Low,Open,Beat available learn provide ever whose avoid song have act because road message.
T00001817,C000658,P0014,A0044,2026-02-11 22:05:03,,Application Crash,Critical,In Progress,Although indeed side know special positive environment enter direction visit forward again go entire.
T00001818,C001306,P0074,A0032,2025-09-02 13:37:49,,Payment,Medium,In Progress,Listen rate assume sing music boy who business bad remember company right suffer eight seem pattern.
T00001819,C000897,P0087,A0020,2025-10-23 16:44:23,2025-10-26 07:44:23,Payment,Medium,Resolved,Along bit tax white action effort recently material water girl.
T00001820,C000889,P0068,A0049,2025-08-29 15:27:22,,Account Access,Medium,In Progress,Market material avoid certainly just focus all possible.
T00001821,C001193,P0004,A0038,2025-11-09 08:56:51,,Hardware,Low,Open,Sport section feel after military rest alone particular purpose campaign she discover doctor although.
T00001822,C000069,P0018,A0002,2026-03-31 12:02:26,,Performance,Critical,In Progress,Two old pressure offer site strategy opportunity better.
T00001823,C000698,P0024,A0042,2026-05-09 16:23:55,,Hardware,Critical,Open,Significant agent organization raise box strong technology later religious yes onto product suddenly.
T00001824,C001705,P0027,A0034,2026-03-20 03:15:57,,Account Access,Critical,In Progress,Might language together run friend option tough performance song enter court.
T00001825,C001267,P0072,A0012,2026-04-14 07:17:58,2026-04-16 05:17:58,Account Access,Low,Resolved,Start chance interview population look mouth report personal take style thus nature these also.
T00001826,C001281,P0049,A0007,2025-08-09 16:13:18,2025-08-11 23:13:18,Refund,Low,Closed,Not role recognize life standard country save manage marriage might production.
T00001827,C001603,P0067,A0020,2026-01-06 08:50:44,,Login,Low,In Progress,Medical activity able reality care whether me society plan bar reason though course seven year lawyer.
T00001828,C000106,P0077,A0032,2025-09-20 18:04:04,2025-09-22 00:04:04,Performance,Low,Closed,No public social history stock hold clearly bank step.
T00001829,C001683,P0038,A0050,2026-07-04 14:38:48,,Performance,Critical,In Progress,Operation whose safe quickly high successful husband think no tell week.
T00001830,C001787,P0021,A0020,2025-12-24 20:17:01,2025-12-25 05:17:01,Login,Medium,Resolved,Within surface after even pull person score Congress pretty watch.
T00001831,C001267,P0008,A0032,2026-01-14 22:05:16,2026-01-17 02:05:16,Hardware,Low,Resolved,Together describe include simple individual thousand deal staff other wife analysis hospital identify young into.
T00001832,C001879,P0034,A0038,2026-05-17 01:30:53,2026-05-22 01:30:53,Login,Low,Closed,Government moment ago already story any part nature amount personal cost answer report seven.
T00001833,C000535,P0026,A0022,2026-05-31 14:10:05,2026-06-02 20:10:05,Account Access,Low,Resolved,Goal wish he issue far son one see.
T00001834,C000419,P0071,A0050,2026-05-10 09:07:13,,Hardware,High,In Progress,Such end individual hotel head recognize other seem once.
T00001835,C000483,P0064,A0007,2025-07-29 21:28:06,,Account Access,Low,Open,Human ok several measure score too particularly Mr including miss particular down study behavior kind nor.
